"","V1","B_COUNTRY_ALPHA","C_COW_ALPHA","V1A","V1B","V2","V2A","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146_05","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185G","V185b","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213B","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","Q223_LOCAL","V232","V233","V233A","V234","V235","V236","V237","V237R2","V237R","V238","V238R","V238CS","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V253CS","V255","V256","V257","N_REGION_ISO","V258","V259","V259A","V260","V265","Y001","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","WEIGHTB","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","S018","S019","S021","S024","S025","COW"
"544",5,"USA","USA",2,2,840,840,1124,1,1,2,3,2,2,1,2,2,1,1,1,1,2,2,2,2,1,3,2,0,0,0,0,1,0,0,0,0,NA,1,2,2,2,2,2,2,2,2,2,3,2,5,5,2,1,2,3,2,4,3,1,2,2,1,2,3,3,3,2,2,3,2,7,3,1,3,1,1,4,1,2,2,1,1,3,5,3,5,2,4,6,3,2,2,2,4,4,7,4,3,1,2,2,1,1,2,2,NA,1,2,3,3,2,2,1,1,1,1,5,1,6,2,6,5,4,6,7,5,3,1,2,2,3,2,2,3,2,3,3,3,2,2,2,4,3,2,3,3,3,3,4,3,4,3,4,1,6,1,10,4,4,6,6,8,10,10,10,8,3,2,1,3,1,2,1,2,2,1,3,1,8,1,2,3,2,1,2,0,100000020,7,1,1,2,1,2,3,1,4,5,4,4,8,2,9,1,3,3,5,7,7,1,1,1,2,2,2,1,2,NA,2,3,3,1,1,6,1240,1,1,2,1,2,2,1,2,8,8,840002,5,4,1,2,1961,45,2,4,5,2,840003,21,2,1,9,2,1,1,5,2,2,1,8,2,4,5,840051,6,1400,840003,NA,1240,0.610049,0.610049,2006,4,1,1,NA,0.3875,1,0.512778,1,0,0,0.33,0.11,1,0.33,0,1,0.443333,1,1,1,0,0.666667,1,0.33,0.33,0.33,0.33,1,0,1,0,0.333333,1,1,0.66,0.66,0.773333,1,0.222222,0.444444,0.666667,0.444444,1,0,1,0.5,0.5,1,2,8400600544,0.48843,0.732645,84005212006,8405,8402006,2
"545",5,"USA","USA",2,2,840,840,438,2,1,3,4,2,3,2,3,2,1,1,2,1,1,1,2,2,2,6,2,0,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,2,2,8,5,1,2,2,2,2,2,2,1,2,1,1,2,3,3,3,3,2,3,2,5,2,1,2,4,1,3,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,9,9,9,6,3,2,2,3,NA,2,2,2,NA,2,3,3,3,3,2,2,2,2,2,5,1,8,3,7,4,1,8,9,9,4,2,3,2,4,NA,3,NA,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,2,5,2,2,7,1,10,NA,5,10,10,8,10,2,2,3,4,2,2,2,2,2,2,NA,2,5,3,1,3,3,3,3,2,2e+07,7,1,1,1,1,2,6,1,4,4,4,2,5,5,5,5,5,5,5,5,5,5,5,1,3,2,1,2,NA,2,2,3,1,1,1,6,1240,1,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,1,1952,54,3,4,4,2,840002,NA,2,7,NA,NA,NA,NA,NA,NA,1,NA,3,1,3,5,840053,2,1400,840007,NA,1240,0.410033,0.410033,2006,2,3,3,1,0.6225,1,0.471111,1,0.5,0,0.66,0.386667,1,0.66,0,1,0.553333,1,1,1,1,1,1,0.33,0.66,0.66,0.55,1,0,0,1,0.333333,1,0.5,0.66,0.66,0.606667,1,0.444444,0.444444,0.444444,0.444444,1,1,0,0.5,0.5,1,2,8400600545,0.328289,0.492433,84005212006,8405,8402006,2
"546",5,"USA","USA",2,2,840,840,1142,1,2,3,3,3,1,2,3,2,2,1,1,1,2,2,1,2,1,6,2,2,0,0,0,1,0,0,0,0,NA,1,2,2,2,1,2,1,2,2,2,2,2,7,8,2,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,2,2,2,6,1,3,3,1,4,1,1,3,2,1,1,4,5,4,4,3,3,4,4,4,4,2,5,6,7,8,2,1,2,2,NA,1,2,2,NA,2,2,2,2,3,2,3,2,2,2,7,1,2,2,7,2,2,3,7,7,3,2,2,2,2,2,2,1,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,2,6,6,10,7,2,8,8,8,8,8,8,7,2,2,3,1,2,2,2,3,NA,2,NA,2,7,1,2,2,2,2,2,2,2e+07,1,1,1,1,1,1,10,1,2,5,5,NA,3,3,2,1,1,1,1,3,1,2,1,1,3,1,1,1,2,2,2,3,3,1,1,7,1240,1,1,2,2,2,2,1,1,840001,840001,8,5,840001,1,1,1946,60,3,5,6,3,840004,18,2,8,NA,NA,NA,NA,NA,NA,1,NA,7,2,4,2,840047,3,1400,840003,NA,1240,0.38003,0.38003,2006,3,1,1,NA,0.276667,1,0.288519,1,0,0,0.33,0.11,1,0,0,0,0,1,1,1,0,0.666667,1,0.33,0.33,0.33,0.33,1,0,1,0,0.333333,1,0.5,0.33,0.66,0.496667,1,0,0,0.222222,0.074074,1,0,0.5,0.25,0.25,1,2,8400600546,0.304268,0.456402,84005212006,8405,8402006,2
"547",5,"USA","USA",2,2,840,840,710,1,1,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,6,2,2,0,0,0,0,0,0,0,0,NA,1,2,1,2,1,2,1,2,2,2,3,1,8,1,1,2,1,3,2,2,2,3,1,2,2,2,2,4,1,2,2,3,2,1,3,2,1,2,1,4,1,2,1,1,1,3,6,3,5,2,3,5,4,4,4,1,6,6,7,7,2,1,2,2,NA,1,2,2,NA,1,3,3,1,1,1,1,1,1,1,5,1,5,1,1,4,4,5,7,5,3,2,2,2,4,2,3,2,2,3,3,2,4,4,2,3,2,2,4,2,2,2,2,2,2,3,4,3,4,4,5,5,5,8,6,6,5,5,7,5,2,2,1,2,1,1,1,1,1,2,NA,2,5,3,1,1,1,1,1,2,2e+07,2,1,2,1,1,2,10,1,1,4,4,5,1,1,1,1,1,1,1,7,1,6,1,1,3,2,2,2,2,2,2,1,1,1,1,5,1240,1,1,2,1,1,1,1,2,840002,840002,840001,5,840002,1,2,1960,46,2,4,5,2,840003,18,2,1,7,2,1,1,3,2,1,NA,7,2,3,4,840049,2,1400,840005,NA,1240,0.820066,0.820066,2006,4,2,2,NA,0.235556,1,0.415972,1,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0.33,1,1,0.776667,1,0,0,0,0,1,1,0.33,1,0.776667,1,0,0,0.666667,0.222222,1,0.33,1,0.665,0.665,1,2,8400600547,0.656578,0.984867,84005212006,8405,8402006,2
"548",5,"USA","USA",2,2,840,840,597,1,2,3,3,2,1,2,2,1,1,1,2,1,2,2,1,2,2,4,2,1,0,0,0,0,0,0,0,0,NA,1,2,2,1,2,2,1,2,2,2,3,1,8,3,1,2,4,4,2,4,4,1,1,1,2,3,3,3,3,3,2,3,3,5,1,2,2,1,1,4,1,2,1,1,1,3,6,2,5,3,5,5,2,4,2,2,1,5,8,10,3,1,3,2,NA,1,2,1,NA,2,2,2,2,1,1,1,2,2,1,5,1,5,4,3,4,3,5,7,1,4,1,3,2,3,3,3,2,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,7,5,4,4,3,5,3,2,2,2,4,5,3,2,1,4,1,1,1,1,1,3,NA,2,10,1,2,3,1,1,1,0,100000020,3,1,1,1,1,2,5,1,4,2,2,2,1,1,1,1,4,1,1,4,4,1,1,2,3,2,2,3,3,2,2,2,1,1,1,4,1240,1,1,2,1,2,1,1,2,840002,840002,840001,840002,840002,1,2,1952,54,3,4,6,3,840004,4,2,1,5,2,1,1,8,1,2,1,3,2,4,3,840051,5,1400,840010,NA,1240,0.810065,0.810065,2006,2,1,2,0,0.165278,1,0.498056,1,0,0.33,0.66,0.33,1,0,0,0.333333,0.111111,1,0,0,0,0,1,0,0,0.66,0.22,1,1,0,1,0.666667,1,1,0.66,0.66,0.773333,1,0.333333,0,0.333333,0.222222,1,0.66,0,0.33,0.33,1,2,8400600548,0.648571,0.972856,84005212006,8405,8402006,2
"549",5,"USA","USA",2,2,840,840,1221,1,2,3,3,3,1,2,2,2,1,2,2,1,2,2,1,1,1,9,1,2,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,2,2,4,7,2,4,4,2,2,2,3,4,1,2,2,2,3,3,3,2,2,3,3,8,1,2,4,1,1,4,1,2,2,1,1,5,5,3,6,2,4,5,3,4,4,1,7,7,8,10,2,1,2,2,NA,2,1,2,NA,2,3,2,3,2,2,2,3,3,2,10,1,7,4,8,3,3,8,3,8,3,1,2,2,3,3,2,2,2,4,4,4,2,3,2,3,3,3,3,3,2,2,2,4,3,4,4,1,3,7,9,4,3,10,7,9,2,10,9,4,3,2,3,1,2,3,1,2,3,2,NA,2,6,1,1,2,1,1,2,2,2e+07,1,1,1,1,1,1,10,1,4,2,2,5,1,1,1,1,1,2,1,2,1,1,1,2,3,2,2,2,3,2,2,2,1,1,1,5,1240,2,1,2,1,2,2,2,2,840001,840001,5,5,840001,1,1,1970,36,2,3,5,2,840003,18,2,1,7,2,5,4,4,2,1,NA,7,2,4,3,840049,5,1400,840003,NA,1240,1.170094,1.170094,2006,2,1,2,NA,0.165,1,0.243426,1,0,0.33,0.33,0.22,1,0,0,0,0,1,0,0,0,0,1,0.33,0.33,0.66,0.44,1,0,0,0,0,1,0.5,0.66,0.66,0.606667,1,0,0,0.111111,0.037037,1,0.66,0,0.33,0.33,1,2,8400600549,0.936824,1.405237,84005212006,8405,8402006,2
"550",5,"USA","USA",2,2,840,840,591,1,1,1,3,1,2,2,2,1,1,1,2,1,1,2,2,2,2,8,2,1,0,0,2,1,0,0,0,0,NA,1,2,2,2,1,2,1,2,2,2,2,2,8,1,4,3,2,3,5,3,4,1,2,2,1,1,3,3,3,2,1,3,3,8,2,1,1,4,1,4,1,3,1,1,1,3,4,1,3,4,2,2,5,6,5,1,10,10,10,5,2,1,2,3,NA,1,2,2,NA,2,3,4,2,3,3,4,4,4,3,8,1,7,3,10,3,7,7,9,10,3,1,2,2,3,2,2,3,2,4,4,3,2,3,3,3,3,3,3,4,3,4,4,4,3,3,4,2,5,1,10,6,3,9,10,8,10,10,10,7,2,2,1,4,3,1,1,1,1,1,2,2,5,2,1,2,1,1,2,1,10100000,6,1,1,1,1,2,10,1,5,1,4,1,1,1,1,1,1,4,5,5,5,5,1,1,4,2,1,2,2,2,2,3,2,2,1,5,1240,1,1,2,1,2,1,1,3,840001,840001,8,840002,840001,1,1,1949,57,3,5,5,2,840003,18,2,4,NA,NA,NA,NA,NA,NA,1,NA,8,1,4,7,840049,5,1400,840006,NA,1240,0.580046,0.580046,2006,2,1,2,1,0.234445,1,0.433658,1,0,0,0.33,0.11,1,0.33,0,0.833333,0.387778,1,0,0,0,0,1,0.33,0.33,0.66,0.44,1,1,0,1,0.666667,1,0.5,0.66,0.66,0.606667,1,0,0.444444,0.444444,0.296296,1,0.33,0,0.165,0.165,1,2,8400600550,0.464409,0.696613,84005212006,8405,8402006,2
"551",5,"USA","USA",2,1,840,840,56,1,1,2,3,1,1,2,2,2,1,1,2,1,2,2,2,1,1,8,2,2,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,2,3,8,8,1,4,3,3,2,3,3,6,1,2,2,2,3,4,4,1,1,4,1,5,1,2,3,1,1,4,2,2,2,2,2,3,5,2,4,2,2,2,3,3,4,1,5,5,5,5,3,2,3,2,NA,2,2,1,NA,2,3,3,2,2,2,2,2,2,2,5,2,5,5,5,5,5,5,5,5,1,2,3,2,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,5,4,4,4,4,4,5,5,3,2,1,3,NA,NA,NA,NA,NA,1,3,2,5,3,1,1,2,1,2,9,9e+07,2,2,1,1,1,1,10,1,4,2,2,4,1,1,1,1,1,1,1,5,1,1,1,1,2,2,2,2,3,1,1,1,3,1,3,5,1270,2,1,1,2,1,1,1,2,840002,840002,5,840001,840002,1,2,1985,21,1,1,5,2,840003,24,1,1,2,2,3,4,7,1,2,1,7,2,3,5,840047,5,1250,840001,NA,1240,1.420114,1.420114,2006,4,0,1,NA,0.303889,1,0.217037,1,0.5,0,0,0.166667,1,0,1,0.166667,0.388889,1,0,0,0,0,1,0.66,0.66,0.66,0.66,1,0,0,0,0,1,0.5,0.66,1,0.72,1,0,0,0.444444,0.148148,1,0,0,0,0,1,2,8400600551,1.137001,1.705501,84005212006,8405,8402006,2
"552",5,"USA","USA",2,2,840,840,677,1,1,1,1,1,1,2,3,2,1,1,2,2,1,2,1,2,1,7,2,1,0,0,0,2,1,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,NA,7,8,2,4,1,1,1,1,1,1,2,2,2,2,3,4,3,2,1,4,2,7,2,1,1,2,4,2,1,3,2,1,1,4,6,2,5,2,5,5,4,2,4,1,9,10,3,6,2,1,3,2,NA,1,2,2,NA,1,2,2,3,3,1,2,1,1,1,5,1,5,5,10,4,2,7,3,10,3,2,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,1,1,10,5,5,10,10,10,10,10,10,9,2,2,3,1,2,1,1,1,1,2,NA,1,5,3,1,3,3,3,2,2,2e+07,6,1,1,1,1,1,10,1,1,2,2,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,4,4,2,2,3,3,1,1,5,1240,1,1,2,2,2,2,1,2,840002,840002,8,840001,840002,1,1,1937,69,3,6,3,1,840001,25,2,1,14,2,9,10,10,2,1,NA,14,1,4,5,840043,5,200,840005,NA,1240,1.590127,1.590127,2006,3,2,2,NA,0.151945,1,0.299954,1,0,0,0.33,0.11,1,0,0,0.833333,0.277778,1,0,0,0,0,1,0,0.33,0.33,0.22,1,0,0,0,0,1,1,0.66,1,0.886667,1,0,0,0.444444,0.148148,1,0.33,0,0.165,0.165,1,2,8400600552,1.27312,1.909681,84005212006,8405,8402006,2
"553",5,"USA","USA",2,2,840,840,118,1,2,2,1,2,4,2,2,1,1,2,1,1,2,1,2,2,2,7,1,0,0,1,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,1,6,5,1,3,2,3,4,2,3,3,2,2,1,3,3,3,3,3,2,3,2,4,2,3,1,3,1,4,1,3,1,2,2,2,4,3,3,2,3,2,4,3,2,1,8,9,4,1,2,1,2,2,NA,1,1,2,NA,2,3,3,2,4,3,4,3,2,2,3,1,7,6,7,3,4,6,7,9,3,2,2,2,3,3,2,3,1,3,3,4,2,2,2,3,3,3,3,4,3,3,3,4,2,3,3,1,3,1,10,6,6,8,9,10,8,10,9,8,1,2,2,3,3,2,2,2,3,2,NA,2,8,2,2,1,1,2,3,0,100000020,7,3,2,2,2,2,1,2,5,1,5,1,1,2,2,1,10,10,10,10,10,6,1,1,2,2,1,2,3,2,2,3,3,1,1,3,1240,1,1,2,1,2,1,1,3,840001,840001,8,5,4,1,1,1968,38,2,3,6,3,840004,20,2,1,7,2,4,5,7,2,1,NA,7,1,4,5,840051,5,1400,840007,NA,1240,0.640051,0.640051,2006,4,1,1,2,0.568334,1,0.755833,1,0.5,0,0.66,0.386667,1,1,1,1,1,1,1,1,0,0.666667,1,0,0.33,0.33,0.22,1,1,1,1,1,1,1,0.66,0.66,0.773333,1,1,1,1,1,1,0,0.5,0.25,0.25,1,2,8400600553,0.512451,0.768676,84005212006,8405,8402006,2
"554",5,"USA","USA",2,2,840,840,1137,1,1,2,3,2,1,2,1,2,1,1,2,1,2,1,1,2,2,7,1,2,1,2,0,0,2,0,2,0,NA,1,2,2,2,2,2,1,2,2,2,3,1,8,7,2,3,5,4,4,2,4,6,2,2,2,1,4,4,4,2,2,3,4,4,1,2,3,1,1,4,1,3,1,1,1,4,6,1,5,2,6,5,4,2,2,1,8,8,9,10,3,1,2,2,NA,1,2,2,NA,1,2,2,3,3,3,3,1,2,1,6,1,7,5,8,4,6,2,7,8,2,2,2,2,2,2,2,2,2,4,4,4,2,2,3,3,3,2,3,2,2,2,3,3,4,4,4,2,5,2,10,8,1,8,5,3,10,10,10,NA,2,2,3,1,3,1,1,1,1,2,NA,2,8,3,1,3,3,3,2,2,2e+07,2,1,1,1,1,1,10,1,4,1,4,2,1,5,1,1,5,5,5,5,7,1,1,1,3,2,2,2,2,2,2,3,3,3,1,9,1240,1,1,1,2,1,1,1,3,840002,840002,8,5,840003,1,2,1984,22,1,1,6,3,840004,25,1,1,14,2,6,3,3,1,2,1,6,3,3,4,840051,8,1400,840005,NA,1240,1.50012,1.50012,2006,9,0,1,0,0.207222,1,0.444444,1,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,1,0,0,0.333333,1,0.33,0.33,0.33,0.33,1,0,0,1,0.333333,1,1,1,1,1,1,0.444444,0.444444,0.444444,0.444444,1,0,0,0,0,1,2,8400600554,1.201057,1.801585,84005212006,8405,8402006,2
"555",5,"USA","USA",2,1,840,840,770,1,2,1,3,2,3,2,1,2,1,1,2,1,1,1,2,2,2,8,1,1,1,0,2,1,0,2,0,0,NA,1,2,2,2,2,2,1,2,1,2,3,3,7,7,1,4,3,3,2,3,4,1,1,1,1,2,3,3,3,2,2,3,2,8,1,2,3,4,1,3,2,2,1,1,1,3,3,2,4,4,3,5,1,3,3,1,9,9,4,4,2,1,2,3,NA,1,2,2,NA,1,2,2,3,2,1,2,1,1,1,5,2,5,3,4,4,6,5,6,8,1,2,2,2,2,2,2,3,2,3,3,2,2,2,3,3,3,2,3,2,2,2,2,2,4,3,3,1,6,1,9,7,1,10,6,5,6,9,10,8,3,2,1,3,NA,NA,NA,NA,NA,1,3,1,8,3,3,3,3,3,3,2,2e+07,7,2,2,2,2,2,6,1,5,1,5,1,1,1,1,1,10,5,10,10,8,5,1,2,3,2,2,2,3,2,2,3,3,2,1,7,1240,1,1,1,2,2,1,1,3,840002,840002,8,840001,840002,1,1,1947,59,3,5,7,3,840005,22,2,1,3,3,5,6,7,1,1,NA,3,1,2,4,840056,6,200,840010,NA,1240,0.440035,0.440035,2006,2,2,2,1,0.359167,1,0.567917,1,0,0.33,0.33,0.22,1,0.66,1,1,0.886667,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,0,1,0.333333,1,1,0.66,0.66,0.773333,1,1,1,1,1,1,0.33,0,0.165,0.165,1,2,8400600555,0.35231,0.528465,84005212006,8405,8402006,2
"556",5,"USA","USA",2,1,840,840,960,1,2,2,2,2,4,2,3,1,2,2,1,1,1,1,2,2,2,8,2,0,0,1,0,2,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,3,5,7,4,1,4,2,4,3,4,1,2,1,1,3,4,4,4,2,2,3,3,5,3,1,4,2,2,1,2,3,1,3,2,3,4,3,4,2,4,4,5,4,3,1,8,9,8,2,1,1,1,1,NA,NA,1,2,NA,1,2,2,3,1,1,1,1,1,1,4,1,7,4,4,4,6,7,8,NA,2,2,3,2,4,3,2,4,3,2,2,1,2,3,4,3,3,3,4,2,2,2,3,3,4,3,4,2,6,1,10,10,1,10,8,7,8,10,10,3,3,2,2,3,NA,NA,NA,NA,NA,1,2,1,8,1,2,2,2,2,1,0,100000020,7,2,2,2,2,2,1,1,5,1,5,1,2,1,1,1,10,7,10,10,10,10,1,3,3,2,2,1,2,2,2,3,3,3,1,10,1240,1,1,1,1,2,1,1,3,8,8,840002,840001,840003,1,2,1946,60,3,5,6,3,840004,55,2,7,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,5,840054,6,1250,840010,NA,1240,0.720058,0.720058,2006,2,4,3,2,0.553333,1,1,1,1,0.66,0.33,0.663333,1,1,1,1,1,1,0,0,0,0,1,0.66,0.33,0.66,0.55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8400600556,0.576507,0.864761,84005212006,8405,8402006,2
"557",5,"USA","USA",2,1,840,840,861,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,8,1,1,0,2,0,2,2,2,2,0,NA,1,2,2,2,2,2,1,2,2,1,3,3,10,6,4,3,5,1,3,2,4,1,1,2,1,1,4,4,4,1,1,2,1,8,2,1,2,1,2,3,1,1,2,1,1,1,3,3,3,1,1,3,2,1,6,1,5,7,1,10,2,1,1,3,NA,2,1,2,NA,1,1,4,3,1,1,1,1,1,1,5,1,9,2,6,6,4,7,10,6,3,1,2,1,2,2,2,2,1,3,3,3,1,1,1,2,2,1,3,3,3,1,3,3,4,4,4,1,1,1,10,10,5,10,10,10,10,10,10,7,3,2,4,1,NA,NA,NA,NA,NA,3,NA,2,10,2,3,3,2,3,1,9,9e+07,2,1,2,2,2,2,10,1,4,1,4,4,1,1,1,1,5,4,6,5,10,1,1,1,1,1,1,1,1,2,2,3,3,1,1,10,1240,1,1,1,2,1,1,1,2,840002,840002,8,5,4,1,2,1968,38,2,3,6,3,840004,26,2,1,3,1,1,1,10,1,2,1,12,1,2,8,840052,2,1400,840008,NA,1240,0.660053,0.660053,2006,2,3,2,2,0.013889,1,0.619537,1,0,0,0,0,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0.666667,1,1,1,1,1,1,0.444444,0.555556,0.444444,0.481481,1,0.66,0,0.33,0.33,1,2,8400600557,0.528465,0.792698,84005212006,8405,8402006,2
"558",5,"USA","USA",2,2,840,840,88,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,1,8,1,0,0,2,0,1,0,2,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,1,9,8,2,4,4,3,4,2,3,6,2,2,1,2,3,3,3,2,2,2,2,7,1,2,1,4,2,1,2,2,2,1,1,4,5,2,3,2,3,5,2,3,2,2,5,6,8,7,3,1,2,2,NA,1,2,2,NA,2,3,2,3,1,1,1,2,3,3,5,1,7,5,7,4,4,7,8,7,2,1,2,1,2,2,2,2,2,3,2,2,2,2,3,3,3,2,3,2,2,2,3,2,4,3,3,1,2,2,9,3,6,10,8,6,9,10,10,7,2,2,1,3,3,2,3,2,2,2,NA,2,9,3,3,1,1,3,3,0,100000020,7,2,1,1,1,1,4,1,4,1,4,1,1,1,1,1,7,1,8,8,6,3,1,1,2,2,1,2,2,2,2,3,3,2,1,7,1240,1,1,1,2,2,1,1,3,8,8,5,NA,840003,1,2,1948,58,3,5,8,3,840007,31,2,1,3,NA,8,9,8,1,1,NA,NA,1,2,6,840053,5,1400,840001,NA,1240,1.780143,1.780143,2006,1,2,2,NA,0.304167,1,0.503102,1,0,0,0.33,0.11,1,0.33,1,1,0.776667,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,1,0,0.333333,1,1,0.66,0.66,0.773333,1,0.666667,0.777778,0.777778,0.740741,1,0.33,0,0.165,0.165,1,2,8400600558,1.425254,2.137881,84005212006,8405,8402006,2
"559",5,"USA","USA",2,1,840,840,414,1,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,1,2,7,2,1,1,1,2,1,1,2,1,1,NA,1,2,2,2,2,2,1,2,2,2,3,1,9,5,4,1,4,2,2,2,1,6,2,1,1,2,3,3,3,2,2,3,2,5,2,1,2,1,1,4,1,3,3,3,1,4,6,6,6,3,3,3,2,5,4,1,4,4,4,6,2,1,1,3,NA,1,1,2,NA,2,3,3,2,3,3,3,2,1,2,5,1,6,2,9,2,2,5,7,7,3,2,2,1,3,2,2,3,1,4,3,3,2,2,3,3,3,2,3,3,3,2,3,3,4,4,4,3,5,2,10,10,3,10,3,3,3,3,8,8,3,2,1,3,NA,NA,NA,NA,NA,3,NA,2,10,3,1,3,1,1,3,1,10100000,2,1,2,2,2,2,8,1,4,1,1,1,1,2,1,1,7,1,5,8,8,1,1,2,3,2,2,2,3,2,2,1,1,1,1,7,1240,1,1,2,1,2,1,1,3,840002,840002,840001,840003,840002,1,2,1955,51,3,4,5,2,840003,18,2,1,12,1,1,8,9,1,1,NA,12,2,3,5,840052,6,1400,840001,NA,1240,0.840067,0.840067,2006,1,1,2,0,0.290556,1,0.599908,1,1,0.33,0.33,0.553333,1,0,0,0.166667,0.055556,1,1,0,0,0.333333,1,0,0.33,0.33,0.22,1,1,0,1,0.666667,1,1,0.66,0.66,0.773333,1,0.666667,0.444444,0.777778,0.62963,1,0.66,0,0.33,0.33,1,2,8400600559,0.672592,1.008888,84005212006,8405,8402006,2
